report;sys_time;sim_state;service_state;nr_state;net_op_name;net_op_code;roaming;net_type;call_state;data_state;data_act;data_rx;data_tx;gsm_neighbors;umts_neighbors;lte_neighbors;nr_neighbors;cdma_neighbors;rssi_strongest;nstrong;tech;mcc;mnc;mnc_master;lac_tac_sid;long_cid;node_id_nid;cid_bid;psc_pci;nrtac;nrnci;nrpci;nrarfcn;rssi;rsrq;rssi_ev;ecio_ev;rssnr;nrssrsrp;nrssrsrq;nrsssinr;nrcsirsrp;nrcsirsrq;nrcsisinr;slev;ta;gps;accuracy;lat;long;altitude;speed;bearing;band;arfcn;bw;bwlist;thp_rx;thp_tx
10;20240209070730;READY;IN_SERVICE;NONE;VODAFONE CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;0;0;2;0;0;-100;0;LTE;230;3;3;31015;401164;1567;12;37;2147483647;9223372036854775807;2147483647;2147483647;-97;-12;2147483647;2147483647;0;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2;2147483647;1;3;49.83883924;18.45985764;284.645;24.79;265.3;800;6400;10000;10000;0;0
11;20240209070735;READY;IN_SERVICE;NONE;VODAFONE CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;8;0;5;0;0;-95;0;LTE;230;3;3;31015;401164;1567;12;37;2147483647;9223372036854775807;2147483647;2147483647;-89;-10;2147483647;2147483647;12;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;3;2147483647;1;3;49.83874681;18.45818942;283.509;23.23;265.5;800;6400;10000;10000;0;0
12;20240209070740;READY;IN_SERVICE;NONE;VODAFONE CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;8;0;6;0;0;-103;0;LTE;230;3;3;31015;401164;1567;12;37;2147483647;9223372036854775807;2147483647;2147483647;-96;-7;2147483647;2147483647;2;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2;2147483647;1;3;49.83876523;18.45659098;281.839;22.76;278.8;800;6400;10000;10000;0;0
13;20240209070745;READY;IN_SERVICE;NONE;VODAFONE CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;8;0;6;0;0;-94;0;LTE;230;3;3;31015;401164;1567;12;37;2147483647;9223372036854775807;2147483647;2147483647;-92;-9;2147483647;2147483647;14;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;3;2147483647;1;3;49.83908748;18.45512511;281.132;22.01;295.8;800;6400;10000;10000;0;0
14;20240209070750;READY;IN_SERVICE;NONE;VODAFONE CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;0;0;0;0;0;2147483647;0;LTE;230;3;2147483647;31015;401164;1567;12;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-94;-8;2147483647;2147483647;11;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;1;3;49.83926693;18.45458138;280.755;21.79;297.1;-1;2147483647;2147483647;10000;0;0
15;20240209070755;READY;IN_SERVICE;NONE;VODAFONE CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;0;0;0;0;0;2147483647;0;LTE;230;3;2147483647;31015;401164;1567;12;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-94;-8;2147483647;2147483647;11;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2;1799;49.8415617;18.4547492;0;0;0;-1;2147483647;2147483647;10000;0;0
16;20240209070800;READY;IN_SERVICE;NONE;VODAFONE CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;0;0;0;0;0;2147483647;0;LTE;230;3;2147483647;31015;401164;1567;12;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-94;-8;2147483647;2147483647;7;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2;1799;49.8415617;18.4547492;0;0;0;-1;2147483647;2147483647;10000;0;0
17;20240209070805;READY;IN_SERVICE;NONE;VODAFONE CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;0;0;0;0;0;2147483647;0;LTE;230;3;2147483647;31015;401164;1567;12;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-94;-7;2147483647;2147483647;11;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2;1799;49.8415617;18.4547492;0;0;0;-1;2147483647;2147483647;10000;0;0
18;20240209070810;READY;IN_SERVICE;NONE;VODAFONE CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;0;0;0;0;0;2147483647;0;LTE;230;3;2147483647;31015;401164;1567;12;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-94;-8;2147483647;2147483647;6;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2;1799;49.8415617;18.4547492;0;0;0;-1;2147483647;2147483647;10000;0;0
19;20240209070815;READY;IN_SERVICE;NONE;VODAFONE CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;0;0;0;0;0;2147483647;0;LTE;230;3;2147483647;31015;401164;1567;12;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-95;-12;2147483647;2147483647;1;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2;1799;49.8415617;18.4547492;0;0;0;-1;2147483647;2147483647;10000;0;0
20;20240209070820;READY;IN_SERVICE;NONE;VODAFONE CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;0;0;0;0;0;2147483647;0;LTE;230;3;2147483647;31015;401164;1567;12;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-95;-10;2147483647;2147483647;0;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2;1799;49.8415617;18.4547492;0;0;0;-1;2147483647;2147483647;10000;0;0
