report;sys_time;sim_state;service_state;nr_state;net_op_name;net_op_code;roaming;net_type;call_state;data_state;data_act;data_rx;data_tx;gsm_neighbors;umts_neighbors;lte_neighbors;nr_neighbors;cdma_neighbors;rssi_strongest;nstrong;tech;mcc;mnc;mnc_master;lac_tac_sid;long_cid;node_id_nid;cid_bid;psc_pci;nrtac;nrnci;nrpci;nrarfcn;rssi;rsrq;rssi_ev;ecio_ev;rssnr;nrssrsrp;nrssrsrq;nrsssinr;nrcsirsrp;nrcsirsrq;nrcsisinr;slev;ta;gps;accuracy;lat;long;altitude;speed;bearing;band;arfcn;bw;bwlist;thp_rx;thp_tx
10;20240202115920;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;N/A;IDLE;UNKNOWN;UNKNOWN;0;0;3;0;0;0;0;-87;0;GSM;230;3;3;31014;12348;2147483647;12348;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-87;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;4;2147483647;1;3;49.77006402;18.44706109;326.255;0;0;900;980;2147483647;;0;0
11;20240202115925;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;N/A;IDLE;UNKNOWN;UNKNOWN;0;0;3;0;0;0;0;-87;0;GSM;230;3;3;31014;12348;2147483647;12348;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-85;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;4;2147483647;1;3;49.7700641;18.44706128;326.279;0;0;900;980;2147483647;;0;0
12;20240202115930;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;N/A;IDLE;UNKNOWN;UNKNOWN;0;0;3;0;0;0;0;-87;0;GSM;230;3;3;31014;12348;2147483647;12348;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-87;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;4;2147483647;1;3;49.7700642;18.44706134;326.303;0;0;900;980;2147483647;;0;0
13;20240202115935;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;N/A;IDLE;UNKNOWN;UNKNOWN;0;0;0;0;0;0;0;2147483647;0;GSM;230;3;2147483647;31014;12348;2147483647;12348;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-87;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;1;3;49.7700643;18.4470615;326.344;0;0;-1;2147483647;2147483647;;0;0
14;20240202115940;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;N/A;IDLE;UNKNOWN;UNKNOWN;0;0;0;0;0;0;0;2147483647;0;GSM;230;3;2147483647;31014;12348;2147483647;12348;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-87;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2;56;49.7701495;18.4462925;326.3;0;0;-1;2147483647;2147483647;;0;0
15;20240202115945;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;N/A;IDLE;UNKNOWN;UNKNOWN;0;0;0;0;0;0;0;2147483647;0;GSM;230;3;2147483647;31014;12348;2147483647;12348;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-87;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2;56;49.7701495;18.4462925;326.3;0;0;-1;2147483647;2147483647;;0;0
16;20240202115946;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;N/A;IDLE;UNKNOWN;UNKNOWN;0;0;4;0;0;0;0;-87;0;GSM;230;3;3;31014;12348;2147483647;12348;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-87;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;4;2147483647;2;56;49.7701495;18.4462925;326.3;0;0;900;980;2147483647;;0;0
17;20240202115950;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;N/A;IDLE;UNKNOWN;UNKNOWN;0;0;3;0;0;0;0;-87;0;GSM;230;3;3;31014;12348;2147483647;12348;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-85;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;4;2147483647;1;5;49.77007268;18.4470636;327.205;0;0;900;980;2147483647;;0;0
18;20240202115955;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;N/A;IDLE;UNKNOWN;UNKNOWN;0;0;3;0;0;0;0;-87;0;GSM;230;3;3;31014;12348;2147483647;12348;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-85;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;4;2147483647;1;3;49.77007975;18.4470661;327.802;0;0;900;980;2147483647;;0;0
19;20240202120000;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;N/A;IDLE;UNKNOWN;UNKNOWN;0;0;3;0;0;0;0;-85;0;GSM;230;3;3;31014;12348;2147483647;12348;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-85;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;4;2147483647;1;3;49.77009362;18.44706927;331.16;0;0;900;980;2147483647;;0;0
20;20240202120005;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;N/A;IDLE;UNKNOWN;UNKNOWN;0;0;4;0;0;0;0;-85;0;GSM;230;3;3;31014;12348;2147483647;12348;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-87;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;4;2147483647;1;3;49.77009609;18.4470756;332.326;0;0;900;980;2147483647;;0;0
21;20240202120010;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;N/A;IDLE;UNKNOWN;UNKNOWN;0;0;4;0;0;0;0;-87;0;GSM;230;3;3;31014;12348;2147483647;12348;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-87;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;4;2147483647;1;3;49.77009064;18.44708866;332.324;0;0;900;980;2147483647;;0;0
22;20240202120015;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;N/A;IDLE;UNKNOWN;UNKNOWN;0;0;4;0;0;0;0;-87;0;GSM;230;3;3;31014;12348;2147483647;12348;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-87;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;4;2147483647;1;3;49.77008487;18.44710306;331.871;0;0;900;980;2147483647;;0;0
23;20240202120017;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;N/A;IDLE;UNKNOWN;UNKNOWN;0;0;4;0;0;0;0;-87;0;GSM;230;3;3;31014;12348;2147483647;12348;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-87;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;4;2147483647;1;3;49.77007881;18.44710302;331.608;0;0;900;980;2147483647;;0;0
24;20240202120020;READY;IN_SERVICE;NONE;VODAFONE CZ;23003;0;N/A;IDLE;UNKNOWN;UNKNOWN;0;0;2;0;0;0;0;-91;0;GSM;230;3;3;31014;12347;2147483647;12347;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-85;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;4;2147483647;1;3;49.77008093;18.4471057;329.737;0;0;900;982;2147483647;;0;0
25;20240202120025;READY;IN_SERVICE;NONE;VODAFONE CZ;23003;0;N/A;IDLE;UNKNOWN;UNKNOWN;0;0;5;0;0;0;0;-89;0;GSM;230;3;3;31014;12347;2147483647;12347;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-85;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;4;2147483647;1;3;49.77008889;18.44710609;331.499;0.28;359.5;900;982;2147483647;;0;0
26;20240202120030;READY;IN_SERVICE;NONE;VODAFONE CZ;23003;0;N/A;IDLE;UNKNOWN;UNKNOWN;0;0;5;0;0;0;0;-89;0;GSM;230;3;3;31014;12347;2147483647;12347;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-85;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;4;2147483647;1;3;49.77008224;18.44708558;331.285;0;0;900;982;2147483647;;0;0
27;20240202120035;READY;IN_SERVICE;NONE;VODAFONE CZ;23003;0;N/A;IDLE;UNKNOWN;UNKNOWN;0;0;5;0;0;0;0;-87;0;GSM;230;3;3;31014;12347;2147483647;12347;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-85;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;4;2147483647;1;3;49.77008952;18.44709243;332.706;0;0;900;982;2147483647;;0;0
28;20240202120040;READY;IN_SERVICE;NONE;VODAFONE CZ;23003;0;N/A;IDLE;UNKNOWN;UNKNOWN;0;0;5;0;0;0;0;-87;0;GSM;230;3;3;31014;12347;2147483647;12347;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-85;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;4;2147483647;1;3;49.77008779;18.44709386;332.439;0;0;900;982;2147483647;;0;0
29;20240202120045;READY;IN_SERVICE;NONE;VODAFONE CZ;23003;0;N/A;IDLE;UNKNOWN;UNKNOWN;0;0;5;0;0;0;0;-87;0;GSM;230;3;3;31014;12347;2147483647;12347;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-87;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;4;2147483647;1;3;49.77008458;18.44709597;331.885;0;0;900;982;2147483647;;0;0
30;20240202120050;READY;IN_SERVICE;NONE;VODAFONE CZ;23003;0;N/A;IDLE;UNKNOWN;UNKNOWN;0;0;5;0;0;0;0;-87;0;GSM;230;3;3;31014;12347;2147483647;12347;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-89;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;4;2147483647;1;3;49.77008561;18.44708475;329.832;0;0;900;982;2147483647;;0;0
31;20240202120055;READY;IN_SERVICE;NONE;VODAFONE CZ;23003;0;N/A;IDLE;UNKNOWN;UNKNOWN;0;0;6;0;0;0;0;-87;0;GSM;230;3;3;31014;12347;2147483647;12347;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-87;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;4;2147483647;1;3;49.77008633;18.447076;330.566;0;0;900;982;2147483647;;0;0
32;20240202120100;READY;IN_SERVICE;NONE;VODAFONE CZ;23003;0;N/A;IDLE;UNKNOWN;UNKNOWN;0;0;6;0;0;0;0;-85;0;GSM;230;3;3;31014;12347;2147483647;12347;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-87;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;4;2147483647;1;3;49.77008546;18.44707877;331.081;0;0;900;982;2147483647;;0;0
33;20240202120105;READY;IN_SERVICE;NONE;VODAFONE CZ;23003;0;N/A;IDLE;UNKNOWN;UNKNOWN;0;0;6;0;0;0;0;-87;0;GSM;230;3;3;31014;12347;2147483647;12347;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-87;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;4;2147483647;1;3;49.77008526;18.44708121;331.07;0;0;900;982;2147483647;;0;0
34;20240202120110;READY;IN_SERVICE;NONE;VODAFONE CZ;23003;0;N/A;IDLE;UNKNOWN;UNKNOWN;0;0;5;0;0;0;0;-81;0;GSM;230;3;3;31014;12348;2147483647;12348;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-87;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;4;2147483647;1;3;49.77008449;18.44706783;329.786;0;0;900;980;2147483647;;0;0
35;20240202120115;READY;IN_SERVICE;NONE;VODAFONE CZ;23003;0;N/A;IDLE;UNKNOWN;UNKNOWN;0;0;6;0;0;0;0;-91;0;GSM;230;3;3;31014;12348;2147483647;12348;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-73;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;4;2147483647;1;3;49.77009069;18.44703903;329.01;0.61;267.3;900;980;2147483647;;0;0
36;20240202120120;READY;IN_SERVICE;NONE;VODAFONE CZ;23003;0;N/A;IDLE;UNKNOWN;UNKNOWN;0;0;0;0;0;0;0;2147483647;0;GSM;230;3;2147483647;31014;12348;2147483647;12348;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-87;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;1;3;49.77008429;18.44699505;328.725;0.55;226.2;-1;2147483647;2147483647;;0;0
37;20240202120125;READY;IN_SERVICE;NONE;VODAFONE CZ;23003;0;N/A;IDLE;UNKNOWN;UNKNOWN;0;0;0;0;0;0;0;2147483647;0;GSM;230;3;2147483647;31014;12348;2147483647;12348;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-87;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2;54;49.7701039;18.4463311;326.3;0;0;-1;2147483647;2147483647;;0;0
38;20240202120130;READY;IN_SERVICE;NONE;VODAFONE CZ;23003;0;N/A;IDLE;UNKNOWN;UNKNOWN;0;0;0;0;0;0;0;2147483647;0;GSM;230;3;2147483647;31014;12348;2147483647;12348;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-87;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2;54;49.7701039;18.4463311;326.3;0;0;-1;2147483647;2147483647;;0;0
39;20240202120135;READY;IN_SERVICE;NONE;VODAFONE CZ;23003;0;N/A;IDLE;UNKNOWN;UNKNOWN;0;0;0;0;0;0;0;2147483647;0;GSM;230;3;2147483647;31014;12348;2147483647;12348;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-87;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2;54;49.7701039;18.4463311;326.3;0;0;-1;2147483647;2147483647;;0;0
40;20240202120140;READY;IN_SERVICE;NONE;VODAFONE CZ;23003;0;N/A;IDLE;UNKNOWN;UNKNOWN;0;0;0;0;0;0;0;2147483647;0;GSM;230;3;2147483647;31014;12348;2147483647;12348;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-87;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2;54;49.7701039;18.4463311;326.3;0;0;-1;2147483647;2147483647;;0;0
41;20240202120145;READY;IN_SERVICE;NONE;VODAFONE CZ;23003;0;N/A;IDLE;UNKNOWN;UNKNOWN;0;0;0;0;0;0;0;2147483647;0;GSM;230;3;2147483647;31014;12348;2147483647;12348;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-87;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2;54;49.7701039;18.4463311;326.3;0;0;-1;2147483647;2147483647;;0;0
42;20240202120150;READY;IN_SERVICE;NONE;VODAFONE CZ;23003;0;N/A;IDLE;UNKNOWN;UNKNOWN;0;0;0;0;0;0;0;2147483647;0;GSM;230;3;2147483647;31014;12348;2147483647;12348;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-87;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2;54;49.7701039;18.4463311;326.3;0;0;-1;2147483647;2147483647;;0;0
43;20240202120155;READY;IN_SERVICE;NONE;VODAFONE CZ;23003;0;N/A;IDLE;UNKNOWN;UNKNOWN;0;0;0;0;0;0;0;2147483647;0;GSM;230;3;2147483647;31014;12348;2147483647;12348;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-87;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2;54;49.7701039;18.4463311;326.3;0;0;-1;2147483647;2147483647;;0;0
44;20240202120200;READY;IN_SERVICE;NONE;VODAFONE CZ;23003;0;N/A;IDLE;UNKNOWN;UNKNOWN;0;0;0;0;0;0;0;2147483647;0;GSM;230;3;2147483647;31014;12348;2147483647;12348;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-87;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2;54;49.7701039;18.4463311;326.3;0;0;-1;2147483647;2147483647;;0;0
45;20240202120205;READY;IN_SERVICE;NONE;VODAFONE CZ;23003;0;N/A;IDLE;UNKNOWN;UNKNOWN;0;0;0;0;0;0;0;2147483647;0;GSM;230;3;2147483647;31014;12348;2147483647;12348;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-87;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;0;-1;-1.0;-1.0;-1;-1;-1;-1;2147483647;2147483647;;0;0
46;20240202120210;READY;IN_SERVICE;NONE;VODAFONE CZ;23003;0;N/A;IDLE;UNKNOWN;UNKNOWN;0;0;0;0;0;0;0;2147483647;0;GSM;230;3;2147483647;31014;12348;2147483647;12348;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-87;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;0;-1;-1.0;-1.0;-1;-1;-1;-1;2147483647;2147483647;;0;0
47;20240202120215;READY;IN_SERVICE;NONE;VODAFONE CZ;23003;0;N/A;IDLE;UNKNOWN;UNKNOWN;0;0;0;0;0;0;0;2147483647;0;GSM;230;3;2147483647;31014;12348;2147483647;12348;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-87;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;0;-1;-1.0;-1.0;-1;-1;-1;-1;2147483647;2147483647;;0;0
48;20240202120220;READY;IN_SERVICE;NONE;VODAFONE CZ;23003;0;N/A;IDLE;UNKNOWN;UNKNOWN;0;0;0;0;0;0;0;2147483647;0;GSM;230;3;2147483647;31014;12348;2147483647;12348;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-87;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;0;-1;-1.0;-1.0;-1;-1;-1;-1;2147483647;2147483647;;0;0
49;20240202120225;READY;IN_SERVICE;NONE;VODAFONE CZ;23003;0;N/A;IDLE;UNKNOWN;UNKNOWN;0;0;0;0;0;0;0;2147483647;0;GSM;230;3;2147483647;31014;12348;2147483647;12348;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-87;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;0;-1;-1.0;-1.0;-1;-1;-1;-1;2147483647;2147483647;;0;0
50;20240202120230;READY;IN_SERVICE;NONE;VODAFONE CZ;23003;0;N/A;IDLE;UNKNOWN;UNKNOWN;0;0;0;0;0;0;0;2147483647;0;GSM;230;3;2147483647;31014;12348;2147483647;12348;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-87;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;0;-1;-1.0;-1.0;-1;-1;-1;-1;2147483647;2147483647;;0;0
51;20240202120235;READY;IN_SERVICE;NONE;VODAFONE CZ;23003;0;N/A;IDLE;UNKNOWN;UNKNOWN;0;0;0;0;0;0;0;2147483647;0;GSM;230;3;2147483647;31014;12348;2147483647;12348;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-87;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;0;-1;-1.0;-1.0;-1;-1;-1;-1;2147483647;2147483647;;0;0
52;20240202120240;READY;IN_SERVICE;NONE;VODAFONE CZ;23003;0;N/A;IDLE;UNKNOWN;UNKNOWN;0;0;0;0;0;0;0;2147483647;0;GSM;230;3;2147483647;31014;12348;2147483647;12348;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-87;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;0;-1;-1.0;-1.0;-1;-1;-1;-1;2147483647;2147483647;;0;0
53;20240202120245;READY;IN_SERVICE;NONE;VODAFONE CZ;23003;0;N/A;IDLE;UNKNOWN;UNKNOWN;0;0;0;0;0;0;0;2147483647;0;GSM;230;3;2147483647;31014;12348;2147483647;12348;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-87;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;0;-1;-1.0;-1.0;-1;-1;-1;-1;2147483647;2147483647;;0;0
54;20240202120250;READY;IN_SERVICE;NONE;VODAFONE CZ;23003;0;N/A;IDLE;UNKNOWN;UNKNOWN;0;0;0;0;0;0;0;2147483647;0;GSM;230;3;2147483647;31014;12348;2147483647;12348;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-87;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;0;-1;-1.0;-1.0;-1;-1;-1;-1;2147483647;2147483647;;0;0
55;20240202120255;READY;IN_SERVICE;NONE;VODAFONE CZ;23003;0;N/A;IDLE;UNKNOWN;UNKNOWN;0;0;0;0;0;0;0;2147483647;0;GSM;230;3;2147483647;31014;12348;2147483647;12348;2147483647;2147483647;9223372036854775807;2147483647;2147483647;-87;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;0;-1;-1.0;-1.0;-1;-1;-1;-1;2147483647;2147483647;;0;0
