report;sys_time;sim_state;service_state;nr_state;net_op_name;net_op_code;roaming;net_type;call_state;data_state;data_act;data_rx;data_tx;gsm_neighbors;umts_neighbors;lte_neighbors;nr_neighbors;cdma_neighbors;rssi_strongest;nstrong;tech;mcc;mnc;mnc_master;lac_tac_sid;long_cid;node_id_nid;cid_bid;psc_pci;nrtac;nrnci;nrpci;nrarfcn;rssi;rsrq;rssi_ev;ecio_ev;rssnr;nrssrsrp;nrssrsrq;nrsssinr;nrcsirsrp;nrcsirsrq;nrcsisinr;slev;ta;gps;accuracy;lat;long;altitude;speed;bearing;band;arfcn;bw;bwlist;thp_rx;thp_tx
120;20240202135211;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;8;0;1;0;0;-94;0;LTE;230;3;3;31014;461069;1801;13;123;2147483647;9223372036854775807;2147483647;2147483647;-78;-8;2147483647;2147483647;8;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;4;2147483647;1;3;49.8320834;18.47413011;295.118;19.5;9.5;800;6400;10000;10000;0;0
121;20240202135216;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;8;0;1;0;0;-100;0;LTE;230;3;3;31014;461069;1801;13;123;2147483647;9223372036854775807;2147483647;2147483647;-84;-6;2147483647;2147483647;8;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;4;2147483647;1;3;49.83291144;18.47412629;290.902;16.3;355.3;800;6400;10000;10000;0;0
122;20240202135221;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;8;0;1;0;0;-107;0;LTE;230;3;3;31014;461069;1801;13;123;2147483647;9223372036854775807;2147483647;2147483647;-86;-7;2147483647;2147483647;8;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;3;2147483647;1;3;49.83344487;18.4741201;290.116;9.2;18.8;800;6400;10000;10000;0;0
123;20240202135226;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;8;0;1;0;0;-100;0;LTE;230;3;3;31014;461069;1801;13;123;2147483647;9223372036854775807;2147483647;2147483647;-86;-7;2147483647;2147483647;14;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;3;2147483647;1;3;49.83364678;18.47479787;289.849;13.58;81.9;800;6400;10000;10000;0;0
124;20240202135231;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;8;0;1;0;0;-97;0;LTE;230;3;3;31014;461069;1801;13;123;2147483647;9223372036854775807;2147483647;2147483647;-90;-8;2147483647;2147483647;14;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;3;2147483647;1;3;49.83367856;18.47587819;290.684;16.71;88.5;800;6400;10000;10000;0;0
125;20240202135236;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;8;0;1;0;0;-94;0;LTE;230;3;3;31014;461069;1801;13;123;2147483647;9223372036854775807;2147483647;2147483647;-90;-10;2147483647;2147483647;14;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;3;2147483647;1;3;49.83370509;18.47707415;291.225;17.35;87.7;800;6400;10000;10000;0;0
126;20240202135241;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;8;0;2;0;0;-100;0;LTE;230;3;3;31014;461069;1801;13;123;2147483647;9223372036854775807;2147483647;2147483647;-92;-9;2147483647;2147483647;9;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;3;2147483647;1;3;49.83371788;18.47833742;290.385;19.04;89.7;800;6400;10000;10000;0;0
127;20240202135246;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;8;0;2;0;0;-96;0;LTE;230;3;3;31014;461069;1801;13;123;2147483647;9223372036854775807;2147483647;2147483647;-87;-8;2147483647;2147483647;9;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;3;2147483647;1;3;49.83372822;18.47971998;288.309;20.75;89.1;800;6400;10000;10000;0;0
128;20240202135251;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;8;0;2;0;0;-91;0;LTE;230;3;3;31014;461069;1801;13;123;2147483647;9223372036854775807;2147483647;2147483647;-90;-9;2147483647;2147483647;9;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;3;2147483647;1;3;49.83374917;18.48124278;285.29;22.67;89.2;800;6400;10000;10000;0;0
129;20240202135256;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;8;0;2;0;0;-94;0;LTE;230;3;3;31014;461069;1801;13;123;2147483647;9223372036854775807;2147483647;2147483647;-91;-9;2147483647;2147483647;14;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;3;2147483647;1;3;49.83376159;18.48279548;282.493;22.1;88.7;800;6400;10000;10000;0;0
130;20240202135301;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;8;0;2;0;0;-92;0;LTE;230;3;3;31014;461069;1801;13;123;2147483647;9223372036854775807;2147483647;2147483647;-91;-11;2147483647;2147483647;6;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;3;2147483647;1;3;49.83383458;18.48430599;279.023;21.58;81.2;800;6400;10000;10000;0;0
131;20240202135306;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;8;0;2;0;0;-99;0;LTE;230;3;3;31014;461067;1801;11;125;2147483647;9223372036854775807;2147483647;2147483647;-93;-7;2147483647;2147483647;6;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;3;2147483647;1;3;49.8341073;18.48574911;275.372;21.85;68.3;800;6400;10000;10000;0;0
132;20240202135311;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;8;0;2;0;0;-94;0;LTE;230;3;3;31014;461067;1801;11;125;2147483647;9223372036854775807;2147483647;2147483647;-87;-7;2147483647;2147483647;16;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;3;2147483647;1;3;49.83457846;18.48706068;274.604;21.29;58.2;800;6400;10000;10000;0;0
133;20240202135316;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;8;0;2;0;0;-98;0;LTE;230;3;3;31014;461067;1801;11;125;2147483647;9223372036854775807;2147483647;2147483647;-91;-7;2147483647;2147483647;16;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;3;2147483647;1;3;49.83509891;18.48830105;272.693;20.75;57.6;800;6400;10000;10000;0;0
134;20240202135321;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;8;0;2;0;0;-97;0;LTE;230;3;3;31014;461067;1801;11;125;2147483647;9223372036854775807;2147483647;2147483647;-91;-7;2147483647;2147483647;16;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;3;2147483647;1;3;49.83548883;18.48958766;272.374;20.64;71.7;800;6400;10000;10000;0;0
135;20240202135326;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;8;0;2;0;0;-98;0;LTE;230;3;3;31014;461067;1801;11;125;2147483647;9223372036854775807;2147483647;2147483647;-91;-7;2147483647;2147483647;11;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;3;2147483647;1;3;49.83570153;18.49101574;274.733;21.27;82.6;800;6400;10000;10000;0;0
136;20240202135331;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;8;0;2;0;0;-104;0;LTE;230;3;3;31014;461067;1801;11;125;2147483647;9223372036854775807;2147483647;2147483647;-95;-7;2147483647;2147483647;8;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;3;2147483647;1;3;49.83571798;18.49247611;279.019;21.1;94.5;800;6400;10000;10000;0;0
137;20240202135336;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;8;0;2;0;0;-97;0;LTE;230;3;3;31014;461067;1801;11;125;2147483647;9223372036854775807;2147483647;2147483647;-101;-11;2147483647;2147483647;8;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2;2147483647;1;3;49.83577617;18.49391693;280.592;20.83;77.5;800;6400;10000;10000;0;0
138;20240202135341;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;8;0;3;0;0;-100;0;LTE;230;3;3;31014;461067;1801;11;125;2147483647;9223372036854775807;2147483647;2147483647;-104;-11;2147483647;2147483647;-1;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2;2147483647;1;3;49.83617845;18.49522665;278.56;20.98;58.7;800;6400;10000;10000;0;0
139;20240202135346;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;8;0;5;0;0;-111;0;LTE;230;3;3;31014;961293;3755;13;23;2147483647;9223372036854775807;2147483647;2147483647;-105;-8;2147483647;2147483647;4;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2;2147483647;1;3;49.8367137;18.4964243;273.041;21.09;54.9;800;6400;10000;10000;0;0
140;20240202135351;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;8;0;4;0;0;-107;0;LTE;230;3;3;31014;961293;3755;13;23;2147483647;9223372036854775807;2147483647;2147483647;-103;-10;2147483647;2147483647;9;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2;2147483647;1;3;49.83725731;18.49761595;269.146;20.79;54.8;800;6400;10000;10000;0;0
141;20240202135356;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;8;0;10;0;0;-110;0;LTE;230;3;3;31014;961293;3755;13;23;2147483647;9223372036854775807;2147483647;2147483647;-108;-12;2147483647;2147483647;9;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;1;2147483647;1;3;49.83780522;18.4987492;268.123;19.61;52;800;6400;10000;10000;0;0
142;20240202135401;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;8;0;8;0;0;-109;0;LTE;230;3;3;31014;961293;3755;13;23;2147483647;9223372036854775807;2147483647;2147483647;-106;-10;2147483647;2147483647;1;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;1;2147483647;1;3;49.83842007;18.49970937;269.932;18.61;39.8;800;6400;10000;10000;0;0
143;20240202135406;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;8;0;8;0;0;-100;0;LTE;230;3;3;31014;961293;3755;13;23;2147483647;9223372036854775807;2147483647;2147483647;-103;-10;2147483647;2147483647;0;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2;2147483647;1;3;49.83906783;18.50040407;271.087;17.05;29.3;800;6400;10000;10000;0;0
144;20240202135411;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;8;0;9;0;0;-103;0;LTE;230;3;3;31014;961293;3755;13;23;2147483647;9223372036854775807;2147483647;2147483647;-101;-11;2147483647;2147483647;4;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2;2147483647;1;3;49.83970375;18.50087398;270.981;14.76;21.9;800;6400;10000;10000;0;0
145;20240202135416;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;8;0;8;0;0;-108;0;LTE;230;3;3;31014;961293;3755;13;23;2147483647;9223372036854775807;2147483647;2147483647;-100;-10;2147483647;2147483647;4;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2;2147483647;1;3;49.84031229;18.50119035;271.623;14.7;16.4;800;6400;10000;10000;0;0
146;20240202135421;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;8;0;12;0;0;-106;0;LTE;230;3;3;31014;961293;3755;13;23;2147483647;9223372036854775807;2147483647;2147483647;-101;-10;2147483647;2147483647;2;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2;2147483647;1;3;49.84092819;18.50145784;273.446;13.84;15.4;800;6400;10000;10000;0;0
147;20240202135426;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;8;0;13;0;0;-94;0;LTE;230;3;3;31014;961293;3755;13;23;2147483647;9223372036854775807;2147483647;2147483647;-93;-8;2147483647;2147483647;6;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;3;2147483647;1;3;49.84152544;18.50172866;276.443;13.49;17.3;800;6400;10000;10000;0;0
148;20240202135431;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;8;0;13;0;0;-89;0;LTE;230;3;3;31014;961293;3755;13;23;2147483647;9223372036854775807;2147483647;2147483647;-87;-7;2147483647;2147483647;9;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;3;2147483647;1;3;49.8420912;18.50204468;278.863;13.53;21.6;800;6400;10000;10000;0;0
149;20240202135436;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;8;0;11;0;0;-93;0;LTE;230;3;3;31014;961293;3755;13;23;2147483647;9223372036854775807;2147483647;2147483647;-87;-7;2147483647;2147483647;9;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;3;2147483647;1;3;49.84266683;18.50243438;279.52;13.65;25.6;800;6400;10000;10000;0;0
150;20240202135441;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;8;0;11;0;0;-94;0;LTE;230;3;3;31014;961293;3755;13;23;2147483647;9223372036854775807;2147483647;2147483647;-82;-7;2147483647;2147483647;9;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;4;2147483647;1;3;49.84321739;18.5028558;278.759;13.91;27.4;800;6400;10000;10000;0;0
151;20240202135446;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;8;0;9;0;0;-98;0;LTE;230;3;3;31014;961293;3755;13;23;2147483647;9223372036854775807;2147483647;2147483647;-86;-9;2147483647;2147483647;9;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;3;2147483647;1;3;49.843805;18.50335813;275.558;15.98;30.6;800;6400;10000;10000;0;0
152;20240202135451;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;8;0;9;0;0;-107;0;LTE;230;3;3;31014;961293;3755;13;23;2147483647;9223372036854775807;2147483647;2147483647;-95;-8;2147483647;2147483647;9;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;3;2147483647;1;3;49.84443914;18.5039826;270.833;17.75;34.6;800;6400;10000;10000;0;0
153;20240202135456;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;8;0;7;0;0;-106;0;LTE;230;3;3;31014;961293;3755;13;23;2147483647;9223372036854775807;2147483647;2147483647;-104;-11;2147483647;2147483647;9;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2;2147483647;1;3;49.84510252;18.50474298;266.279;18.49;38.8;800;6400;10000;10000;0;0
154;20240202135501;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;8;0;10;0;0;-103;0;LTE;230;3;3;31014;961293;3755;13;23;2147483647;9223372036854775807;2147483647;2147483647;-107;-13;2147483647;2147483647;9;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;1;2147483647;1;3;49.84573926;18.50559746;263.689;18.85;43.1;800;6400;10000;10000;0;0
155;20240202135506;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;8;0;11;0;0;-103;0;LTE;230;3;3;31014;961293;3755;13;23;2147483647;9223372036854775807;2147483647;2147483647;-106;-14;2147483647;2147483647;-11;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;1;2147483647;1;3;49.84632512;18.50652434;263.775;18.31;47.6;800;6400;10000;10000;0;0
156;20240202135511;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;8;0;11;0;0;-103;0;LTE;230;3;3;31014;961293;3755;13;23;2147483647;9223372036854775807;2147483647;2147483647;-102;-11;2147483647;2147483647;-4;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2;2147483647;1;3;49.84684634;18.50747529;264.645;17.9;51.3;800;6400;10000;10000;0;0
157;20240202135516;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;8;0;10;0;0;-105;0;LTE;230;3;3;31014;961293;3755;13;23;2147483647;9223372036854775807;2147483647;2147483647;-106;-13;2147483647;2147483647;-4;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;1;2147483647;1;3;49.8473172;18.50845594;264.813;17.14;54.9;800;6400;10000;10000;0;0
158;20240202135521;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;8;0;4;0;0;-102;0;LTE;230;3;3;31014;471307;1841;11;104;2147483647;9223372036854775807;2147483647;2147483647;-98;-9;2147483647;2147483647;2;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2;2147483647;1;3;49.84774045;18.50948896;264.831;17.92;59.4;800;6400;10000;10000;0;0
159;20240202135526;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;8;0;4;0;0;-107;0;LTE;230;3;3;31014;471307;1841;11;104;2147483647;9223372036854775807;2147483647;2147483647;-101;-9;2147483647;2147483647;1;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2;2147483647;1;3;49.84813266;18.51060506;264.582;18.46;64.1;800;6400;10000;10000;0;0
160;20240202135531;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;8;0;6;0;0;-100;0;LTE;230;3;3;31014;471307;1841;11;104;2147483647;9223372036854775807;2147483647;2147483647;-97;-10;2147483647;2147483647;0;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2;2147483647;1;3;49.8485091;18.51179299;265.1;19.27;66.5;800;6400;10000;10000;0;0
161;20240202135536;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;8;0;6;0;0;-95;0;LTE;230;3;3;31014;471307;1841;11;104;2147483647;9223372036854775807;2147483647;2147483647;-100;-12;2147483647;2147483647;1;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2;2147483647;1;3;49.84880042;18.51304135;265.339;19.02;72.1;800;6400;10000;10000;0;0
162;20240202135541;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;8;0;7;0;0;-101;0;LTE;230;3;3;31014;471307;1841;11;104;2147483647;9223372036854775807;2147483647;2147483647;-103;-14;2147483647;2147483647;1;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2;2147483647;1;3;49.84903059;18.51434461;266.152;19.31;76.1;800;6400;10000;10000;0;0
163;20240202135546;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;8;0;6;0;0;-102;0;LTE;230;3;3;31014;961293;3755;13;23;2147483647;9223372036854775807;2147483647;2147483647;-98;-10;2147483647;2147483647;4;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2;2147483647;1;3;49.84920145;18.51568065;266.05;20.35;82.1;800;6400;10000;10000;0;0
164;20240202135551;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;8;0;7;0;0;-98;0;LTE;230;3;3;31014;961293;3755;13;23;2147483647;9223372036854775807;2147483647;2147483647;-96;-12;2147483647;2147483647;-1;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2;2147483647;1;3;49.84935601;18.51713654;266.633;21.75;78.8;800;6400;10000;10000;0;0
165;20240202135556;READY;IN_SERVICE;NONE;Vodafone CZ;23003;0;LTE;IDLE;UNKNOWN;UNKNOWN;0;0;8;0;7;0;0;-96;0;LTE;230;3;3;31014;961293;3755;13;23;2147483647;9223372036854775807;2147483647;2147483647;-93;-9;2147483647;2147483647;5;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;3;2147483647;1;3;49.84953379;18.51861042;266.83;20.83;79;800;6400;10000;10000;0;0
